Event Title,Date,Location,Status,URL,Date_of_check
AECC Global,24 Sep 2022,"80 Bras Basah Road, Raffles City Convention Centre, Level 4 Room Indiana and Mintro Singapore 189560",ENDED,https://thesmartlocal.com/read/aecc-education-fair-2022/,31/03/2024 14:13:10
Five Iron Golf Turns One,-,"139 Cecil Street, #13-01, Singapore 069539",ENDED,https://thesmartlocal.com/read/five-iron-golf-anniversary-party/,31/03/2024 14:13:10
OnTheList Vans Flash Sale,28 Sep - 01 Oct 2022,"30 Raffles Place, CIMB Plaza #02-20, OnTheList Showroom, Singapore 048622",ENDED,https://thesmartlocal.com/read/onthelist-vans-flash-sale/,31/03/2024 14:13:10
MSI Free Laptop Maintenance,30 Sep - 02 Oct 2022,"200 Victoria Street #B1-26 Bugis Junction, Singapore 188021",ENDED,https://thesmartlocal.com/read/msi-free-laptop-maintenance/,31/03/2024 14:13:10
Indian Heritage Centre’S (IHC) Deepavali Open House,01 - 23 Oct 2022,"5 Campbell Lane, Singapore 209924",ENDED,https://thesmartlocal.com/read/deepavali-open-house-2022/,31/03/2024 14:13:10
Bedok 85 Pasar Malam,08 - 23 Oct 2022,"85 Bedok North Street 4, Singapore 460085",ENDED,https://thesmartlocal.com/read/bedok-85-pasar-malam/,31/03/2024 14:13:10
Silent Disco In The Sky,14 Oct - 19 Nov 2022,,ENDED,https://thesmartlocal.com/read/mbs-silent-disco-in-the-sky/,31/03/2024 14:13:10
Gamebox At PLQ,21 Oct - 06 Nov 2022,"10 Paya Lebar Road, Paya Lebar Quarter, Singapore 409057",ENDED,https://thesmartlocal.com/read/plq-gamebox/,31/03/2024 14:13:10
One Love Asia Festival Singapore 2022,22 - 23 Oct 2022,"Bayfront Event Space, 12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/one-love-asia-festival/,31/03/2024 14:13:10
Avatar: The Experience,28 Oct 2022 - 31 Mar 2023,"Cloud Forest, Gardens by the Bay",ENDED,https://thesmartlocal.com/read/avatar-the-experience-gbtb/,31/03/2024 14:13:10
Marquee Halloween 2022: Marqueeverse,-,"2 Bayfront Avenue B1-67, Galleria Level, The Shoppes at Marina Bay Sands, Singapore 018972",ENDED,https://thesmartlocal.com/read/marquee-halloween-2022/,31/03/2024 14:13:10
Dare To Roam,30 Oct 2022,"2 Orchard Link, *SCAPE, Singapore 237978",ENDED,https://thesmartlocal.com/read/circles-life-dare-to-roam/,31/03/2024 14:13:10
Seijo Ishii Pop-Up,04 - 17 Nov 2022,"350 Orchard Road, Level B1, Shaw House, Singapore 238868",ENDED,https://thesmartlocal.com/read/seijo-ishii-pop-up/,31/03/2024 14:13:10
The Doraemon Exhibition,05 Nov 2022 - 05 Feb 2023,National Museum of Singapore,ENDED,https://thesmartlocal.com/read/the-doraemon-exhibition-singapore/,31/03/2024 14:13:10
Dino Kart 3.0,10 Nov 2022 - 02 Apr 2023,Changi Airport Terminal 3,ENDED,https://thesmartlocal.com/read/dino-kart-changi-festive-village/,31/03/2024 14:13:10
Yellow Ribbon Community Arts Festival,12 - 13 Nov 2022,"18 Marina Gardens Drive, Gardens By The Bay, Singapore 018953 ",ENDED,https://thesmartlocal.com/read/yellow-ribbon-community-arts-festival-2022/,31/03/2024 14:13:10
Pokémon GO Safari Zone,18 - 20 Nov 2022,"18 Marina Gardens Drive, Gardens by the Bay, Singapore 018953",ENDED,https://thesmartlocal.com/read/pokemon-go-safari-zone/,31/03/2024 14:13:10
Mega Carnival,19 Nov 2022 - 05 Feb 2023,"1 Pasir Ris Close, D'Marquee, Downtown East, Singapore 519599",ENDED,https://thesmartlocal.com/read/downtown-east-christmas-2022/,31/03/2024 14:13:10
Giant Year-End Pasar Malam,19 Nov - 04 Dec 2022,"Giant Hypermarket, Outdoor Carpark, 21 Tampines North Drive 2, Singapore 528765",ENDED,https://thesmartlocal.com/read/giant-tampines-pasar-malam/,31/03/2024 14:13:10
PetExpo,25 - 27 Nov 2022,"1 Expo Drive, Singapore Expo Hall 6, Singapore 486150",ENDED,https://thesmartlocal.com/read/petexpo-2022/,31/03/2024 14:13:10
PLAYfiesta,25 Nov - 04 Dec 2022,"37 Emerald Hill Road, Singapore 229313",ENDED,https://thesmartlocal.com/read/playfiesta-singapore/,31/03/2024 14:13:10
KAWAIIMPRESSIONISM,26 Nov 2022 - 26 Mar 2023,"ART NOW, Raffles Hotel Arcade, 328 North Bridge Road, #02-32, Singapore 188719",ENDED,https://thesmartlocal.com/read/art-now-tokidoki-singapore/,31/03/2024 14:13:10
Ice Magic: The Great Fantasy On Ice,01 Dec 2022 - 29 Jan 2023,"12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/ice-magic-great-fantasy-on-ice/,31/03/2024 14:13:10
The Great Bay Fiesta,01 Dec 2022 - 01 Jan 2023,"12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/the-great-bay-fiesta/,31/03/2024 14:13:10
UNTAME: After Dark,02 - 11 Dec 2022,"15 Science Centre Road, Singapore 609081",ENDED,https://thesmartlocal.com/read/science-centre-untame-after-dark/,31/03/2024 14:13:10
Space Fest @ Expo,03 - 30 Dec 2022,"Outdoor Atrium & Hall 4, 1 Expo Drive, Singapore 486150",ENDED,https://thesmartlocal.com/read/space-fest-expo/,31/03/2024 14:13:10
Miffy'S Merry Wonderland And Christmas Market,14 - 25 Dec 2022,"2 Tampines Central 5, Singapore 529509",ENDED,https://thesmartlocal.com/read/tampines-1-century-square-christmas-2022/,31/03/2024 14:13:10
Miffy'S Merry Wonderland And Christmas Market,14 - 25 Dec 2022,"2 Tampines Central 5, Singapore 529509",ENDED,https://thesmartlocal.com/read/tampines-1-century-square-christmas-2022/,31/03/2024 14:13:10
Nothing Is Forever: Rethinking Sculpture In Singapore,23 Dec 2022 - 05 Feb 2023,"1 Saint Andrew's Road, National Gallery Singapore, Singapore 178957",ENDED,https://thesmartlocal.com/read/national-gallery-nothing-is-forever/,31/03/2024 14:13:10
Yayoi Kusama: Recent Paintings,16 Jan - 06 Mar 2021,,ENDED,https://thesmartlocal.com/read/yayoi-kusama-recent-paintings/,31/03/2024 14:13:10
Light To Night Festival 2021,22 - 31 Jan 2021,,ENDED,https://thesmartlocal.com/read/light-to-night-festival-2021/,31/03/2024 14:13:10
Singapore Art Week 2021,22 - 30 Jan 2021,,ENDED,https://thesmartlocal.com/read/singapore-art-week-2021/,31/03/2024 14:13:10
SCCC Moo Moo PARK,22 Jan - 28 Mar 2021,"Level 6, Singapore Chinese Cultural Centre, 1 Straits Boulevard, #11-01, Singapore 018906",ENDED,https://thesmartlocal.com/read/sccc-moo-moo-park/,31/03/2024 14:13:10
Capitol Singapore'S Chinese New Year Celebrations,28 Jan - 26 Feb 2021,,ENDED,https://thesmartlocal.com/read/capitol-singapore-cny-2021/,31/03/2024 14:13:10
Magnum Mini Matcha World,01 - 14 Mar 2021,,ENDED,https://thesmartlocal.com/read/magnum-mini-matcha-world/,31/03/2024 14:13:10
Hungry Design,05 - 31 Mar 2021,,ENDED,https://thesmartlocal.com/read/hungry-design-exhibition/,31/03/2024 14:13:10
Kinokuniya Supermarket Pop-Up,05 - 18 Mar 2021,,ENDED,https://thesmartlocal.com/read/kinokuniya-supermarket-pop-up/,31/03/2024 14:13:10
Kinokuniya Supermarket Pop-Up,27 Feb - 18 Mar 2021,,ENDED,https://thesmartlocal.com/read/kinokuniya-supermarket-pop-up/,31/03/2024 14:13:10
Arts In Your Neighbourhood - Pasir Ris,11 - 28 Mar 2021,,ENDED,https://thesmartlocal.com/read/things-to-do-in-pasir-ris/,31/03/2024 14:13:10
Dale Chihuly: Glass In Bloom,01 May - 01 Aug 2021,Gardens by the Bay,ENDED,https://thesmartlocal.com/read/gbtb-glass-in-bloom/,31/03/2024 14:13:10
CEE Festival 2021,27 May - 06 Jun 2021,,ENDED,https://thesmartlocal.com/read/cee-festival-2021/,31/03/2024 14:13:10
"Da Vinci, The Exhibition",18 Jun 2021 - 02 Jan 2022,Science Centre Singapore,ENDED,https://thesmartlocal.com/read/science-centre-da-vinci-exhibit/,31/03/2024 14:13:10
Coach: Tomorrow’S Vintage,21 Aug - 12 Sep 2021,1 Teck Lim Road,ENDED,https://thesmartlocal.com/read/coach-pop-up-2021/,31/03/2024 14:13:10
SAFRA Swim For Hope 2021,30 Oct - 05 Dec 2021,Multiple locations,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2021/,31/03/2024 14:13:10
Baybeats 2021,04 - 07 Nov 2021,,ENDED,https://thesmartlocal.com/read/baybeats-2021/,31/03/2024 14:13:10
Good Design Research,15 Nov 2021 - 30 Sep 2022,National Design Centre,ENDED,https://thesmartlocal.com/read/good-design-research-exhibit/,31/03/2024 14:13:10
Otah & Friends: Camp Stardust,15 Nov 2021 - 20 Mar 2022,National Museum of Singapore,ENDED,https://thesmartlocal.com/read/otah-and-friends-national-museum-singapore/,31/03/2024 14:13:10
"Quayside Isle At Sentosa Cove Has Xmas Dining Deals, Pokémon Merch & Festive Lights By The Waterfront",19 Nov - 31 Dec 2021,"31 Ocean Way, Sentosa Cove, Singapore 098375",ENDED,https://thesmartlocal.com/read/quayside-isle-christmas-2021/,31/03/2024 14:13:10
City Square Mall Pokemon Wonderland,19 Nov - 29 Dec 2021,City Square Mall,ENDED,https://thesmartlocal.com/read/city-square-mall-pokemon/,31/03/2024 14:13:10
Pop-Up Disney! A Mickey Celebration,19 Nov 2021 - 20 Mar 2022,Suntec Convention Centre,ENDED,https://thesmartlocal.com/read/disney-pop-up-singapore/,31/03/2024 14:13:10
Chinatown Point - Wonders Of Christmas Celebration,22 Nov - 31 Dec 2021,,ENDED,https://thesmartlocal.com/read/chinatown-point-christmas-2021/,31/03/2024 14:13:10
West Mall - A Jolly Christmas 2021,26 Nov - 25 Dec 2021,West Mall,ENDED,https://thesmartlocal.com/read/west-mall-christmas-2021/,31/03/2024 14:13:10
Glamping By The Runway,26 Nov 2021 - 02 Jan 2022,Changi Airport Terminal 4,ENDED,https://thesmartlocal.com/read/glamping-by-the-runway/,31/03/2024 14:13:10
Capitol Singapore And CHIJMES Christmas,01 Dec 2021 - 02 Jan 2022,,ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,31/03/2024 14:13:10
RSAF Open House 2021,03 - 19 Dec 2021,,ENDED,https://thesmartlocal.com/read/rsaf-open-house-2021/,31/03/2024 14:13:10
Dome Dining At Capitol Singapore,03 - 26 Dec 2021,,ENDED,https://thesmartlocal.com/read/capitol-singapore-dome-dining-2021/,31/03/2024 14:13:10
Christmas Wonderland 2021,03 Dec 2021 - 02 Jan 2022,,ENDED,https://thesmartlocal.com/read/christmas-wonderland-2021/,31/03/2024 14:13:10
Nam June Paik: The Future Is Now,10 Dec 2021 - 27 Mar 2022,,ENDED,https://thesmartlocal.com/read/nam-june-paik-national-gallery-singapore/,31/03/2024 14:13:10
Kallang Wave Mall CNY 2020,01 - 31 Jan 2020,Kallang Wave Mall,ENDED,https://thesmartlocal.com/read/kallang-wave-mall-cny-2020/,31/03/2024 14:13:10
VivoCity Chinese New Year 2020,03 - 24 Jan 2020,"VivoCity, 1 HarbourFront Walk, Singapore 098585",ENDED,https://thesmartlocal.com/read/vivocity-cny-2020/,31/03/2024 14:13:10
Chinese New Year 2020 At Chinatown Point,03 - 24 Jan 2020,"133 New Bridge Road, #B1-50A, Chinatown Point, Singapore 059413",ENDED,https://thesmartlocal.com/read/chinatown-point-cny-2020/,31/03/2024 14:13:10
"Big On Entertainment, Big On Fun",04 Jan 2020,,ENDED,https://thesmartlocal.com/read/cathay-cineplex-amk-hub/,31/03/2024 14:13:10
"Big On Entertainment, Big On Fun",11 Jan 2020,,ENDED,https://thesmartlocal.com/read/cathay-cineplex-amk-hub/,31/03/2024 14:13:10
"Big On Entertainment, Big On Fun",18 Jan 2020,,ENDED,https://thesmartlocal.com/read/cathay-cineplex-amk-hub/,31/03/2024 14:13:10
Compass One CNY Food Fair,06 - 23 Jan 2020,"1 Sengkang Square, Singapore 545078",ENDED,https://thesmartlocal.com/read/compass-one-cny/,31/03/2024 14:13:10
Light To Night Festival 2020,10 - 19 Jan 2020,Civic District,ENDED,https://thesmartlocal.com/read/light-to-night-festival-2020/,31/03/2024 14:13:10
SCCC RE•MIX,10 - 12 Jan 2020,"1 Straits Boulevard, Singapore 018906",ENDED,https://thesmartlocal.com/read/sccc-event-2020/,31/03/2024 14:13:10
Singapore Art Week 2020,11 - 19 Jan 2020,,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,31/03/2024 14:13:10
Changi Recommends “Around The World” Travel Fair,17 - 19 Jan 2020,"Cloud 9 Piazza, Level 5, Jewel Changi Airport, 78 Airport Blvd, Singapore 819666",ENDED,https://thesmartlocal.com/read/changi-recommends-travel-fair-jewel-changi/,31/03/2024 14:13:10
FSM INVEST Expo 2020,18 Jan 2020,Suntec Convention Centre (Hall 403),ENDED,https://thesmartlocal.com/read/investment-and-financial-terms/,31/03/2024 14:13:10
Will You Do You? Exhibition By Singapore Discovery Centre,21 Jan - 22 Mar 2020,"510 Upper Jurong Road, Singapore Discovery Centre, Singapore 638365",ENDED,https://thesmartlocal.com/read/total-defence-day-singapore/,31/03/2024 14:13:10
Chatuchak Night Market Singapore,04 Feb - 03 May 2020,,ENDED,https://thesmartlocal.com/read/chatuchak-night-market-singapore/,31/03/2024 14:13:10
Guinness St. Patrick'S Festival 2020,01 - 31 Mar 2020,Various participating outlets for redemption,ENDED,https://thesmartlocal.com/read/guinness-st-patricks-festival-2020/,31/03/2024 14:13:10
Robinsons Plaza Singapura Atrium Sale,16 - 22 Mar 2020,"68 Orchard Road, Plaza Singapura Level 1 Atrium,Singapore 238839",ENDED,https://thesmartlocal.com/read/robinsons-plaza-singapura/,31/03/2024 14:13:10
Gain City Tech Show,21 - 22 Mar 2020,"Gain City Megastore, 71 Sungei Kadut Drive, Singapore 729577",ENDED,https://thesmartlocal.com/read/gain-city-tech-show/,31/03/2024 14:13:10
Healthy Chinatown,21 - 22 Mar 2020,,ENDED,https://thesmartlocal.com/read/healthy-chinatown-event/,31/03/2024 14:13:10
Safari Zoo Run 2020,29 Mar 2020,"Singapore Zoo, Night Safari, River Safari",ENDED,https://thesmartlocal.com/read/safari-zoo-run-2020/,31/03/2024 14:13:10
Tekka Online Market,12 May 2020,,ENDED,https://thesmartlocal.com/read/tekka-online-market/,31/03/2024 14:13:10
Singapore Heritage Festival: Digital Edition 2020,01 Jun - 31 Dec 2020,,ENDED,https://thesmartlocal.com/read/downtown-singapore-past/,31/03/2024 14:13:10
The Suntec Shopping Festival 2020,23 - 26 Jun 2020,,ENDED,https://thesmartlocal.com/read/suntec-city-live-stream/,31/03/2024 14:13:10
Onward55Singapore,31 Jul - 16 Aug 2020,,ENDED,https://thesmartlocal.com/read/capitol-chijmes-national-day-2020/,31/03/2024 14:13:10
City Square Mall - National Day Promos 2020,31 Jul - 30 Aug 2020,180 Kitchener Road Singapore 208539,ENDED,https://thesmartlocal.com/read/city-square-mall-promotions-2020/,31/03/2024 14:13:10
Skechers,07 - 20 Sep 2020,,ENDED,https://thesmartlocal.com/read/skechers-friendship-walk-2020/,31/03/2024 14:13:10
Chinatown Point Mid-Autumn Event 2020,15 Sep - 04 Oct 2020,"Chinatown Point, 133 New Bridge Rd, Singapore 059413",ENDED,https://thesmartlocal.com/read/chinatown-point-mid-autumn-2020/,31/03/2024 14:13:10
Lotte Duty Free Online Family Concert,27 Sep 2020,,ENDED,https://thesmartlocal.com/read/lotte-duty-free-concert/,31/03/2024 14:13:10
FairPrice Made In Singapore Food Fair,01 - 14 Oct 2020,All FairPrice supermarkets islandwide,ENDED,https://thesmartlocal.com/read/singapore-food-brands/,31/03/2024 14:13:10
SIFA 2020,17 Oct - 29 Dec 2020,,ENDED,https://thesmartlocal.com/read/sifa-2020/,31/03/2024 14:13:10
Swim For Hope 2020,17 Oct - 15 Nov 2020,,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2020/,31/03/2024 14:13:10
Swim For Hope 2020,-,,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2020/,31/03/2024 14:13:10
National Arts’ Council'S Arts In Your Neighbourhood,12 - 29 Nov 2020,,ENDED,https://thesmartlocal.com/read/things-to-do-kallang-geylang/,31/03/2024 14:13:10
One Raffles Place - A Joyous Christmas 2020,19 Nov - 30 Dec 2020,"1 Raffles Place, Singapore 048616",ENDED,https://thesmartlocal.com/read/one-raffles-place-christmas-2020/,31/03/2024 14:13:10
Capitol Singapore Christmas Market,20 Nov - 25 Dec 2020,"11 Stamford Road, Singapore 178884",ENDED,https://thesmartlocal.com/read/capitol-singapore-christmas-market/,31/03/2024 14:13:10
Capitol Singapore & CHIJMES Christmas 2020,20 Nov - 31 Dec 2020,,ENDED,https://thesmartlocal.com/read/capitol-chijmes-christmas-2020/,31/03/2024 14:13:10
Onthelist Year-End Sale 2020,25 - 28 Nov 2020,"16 Collyer Quay, Change Alley Mall, Singapore 049318",ENDED,https://thesmartlocal.com/read/onthelist-year-end-sale-2020/,31/03/2024 14:13:10
VivoCity Black Friday Sale 2020,27 - 29 Nov 2020,"1 HarbourFront Walk, Singapore 098585",ENDED,https://thesmartlocal.com/read/vivocity-black-friday-2020/,31/03/2024 14:13:10
Night Safari Singapore - Wild About Twilight,27 Nov - 27 Dec 2020,,ENDED,https://thesmartlocal.com/read/night-safari-wild-about-twilight/,31/03/2024 14:13:10
Clean & Green Singapore Virtual Carnival,28 Nov - 31 Dec 2020,,ENDED,https://thesmartlocal.com/read/clean-and-green-singapore-2020/,31/03/2024 14:13:10
Waterway Point Christmas 2020,01 Dec 2020 - 03 Jan 2021,,ENDED,https://thesmartlocal.com/read/waterway-point-christmas-2020/,31/03/2024 14:13:10
City Square Mall Christmas 2020,04 - 27 Dec 2020,,ENDED,https://thesmartlocal.com/read/city-square-mall-christmas-2020/,31/03/2024 14:13:10
Sentosa Island Lights With Sanrio Characters,12 Dec 2020 - 03 Jan 2021,"50 Siloso Beach Walk, Siloso Beach, Sentosa",ENDED,https://thesmartlocal.com/read/sentosa-island-lights-sanrio/,31/03/2024 14:13:10
Marina Square Emoji™ Pop-Up,31 May - 31 Aug 2019,"Marina Square, 6 Raffles Boulevard, Singapore 039594",ENDED,https://thesmartlocal.com/read/marina-square-emoji-pop-up/,31/03/2024 14:13:10
VivoCity Kids Club’S Holiday Carnival,05 - 16 Jun 2019,Vivo City,ENDED,https://thesmartlocal.com/read/vivocity-kids-carnival-2019/,31/03/2024 14:13:10
OnTheList,12 - 15 Jun 2019,"137 Cecil Street, #02-02 Singapore 069537",ENDED,https://thesmartlocal.com/read/furla-flash-sale-2019/,31/03/2024 14:13:10
Invest Travel Play Course Preview,13 Jun 2019,"Level 3, Suntec City Convention Centre",ENDED,https://thesmartlocal.com/read/investment-course/,31/03/2024 14:13:10
Savour Around The Clock,14 Jun - 12 Jul 2019,Harbourfront Centre,ENDED,https://thesmartlocal.com/read/harbourfront-centre-gss-2019/,31/03/2024 14:13:10
Rainforest Lumina,14 Jun 2019 - 09 Feb 2020,"80 Mandai Lake Road, Singapore 729826",ENDED,https://thesmartlocal.com/read/rainforest-lumina-photography-tips/,31/03/2024 14:13:10
Gardens By The Bay'S Children'S Festival,15 Jun - 30 Jul 2019,Gardens by the Bay,ENDED,https://thesmartlocal.com/read/gbtb-childrens-festival-2019/,31/03/2024 14:13:10
1-For-1 Martinis,17 - 23 Jun 2019,"5 Emerald Hill Road, Singapore 229289",ENDED,https://thesmartlocal.com/read/5-emerald-hill-cocktail-week-2019/,31/03/2024 14:13:10
TRANSPORTA,19 - 30 Jun 2019,"Supertree Grove Lawn, Gardens by the Bay",ENDED,https://thesmartlocal.com/read/transporta-gbtb/,31/03/2024 14:13:10
Meiji Run 2019,29 Jun 2019,"Palawan Green, Sentosa",ENDED,https://thesmartlocal.com/read/meiji-run-2019/,31/03/2024 14:13:10
Faber Peak & Sentosa 45th Anniversary Deals,01 Jul - 31 Aug 2019,,ENDED,https://thesmartlocal.com/read/faber-peak-sentosa-discounts/,31/03/2024 14:13:10
Lock City Singapore,01 - 28 Jul 2019,"11 Tanjong Katong Rd, Singapore 436950",ENDED,https://thesmartlocal.com/read/kinex-mall/,31/03/2024 14:13:10
313@Somerset GSS Event,01 - 14 Jul 2019,"313@somerset, Level 1 Atrium, 313 Orchard Rd, Singapore 238895",ENDED,https://thesmartlocal.com/read/313-somerset-gss-2019/,31/03/2024 14:13:10
Moist Diane #PerfectBeautyLab Pop-Up,04 - 07 Jul 2019,,ENDED,https://thesmartlocal.com/read/moist-diane-perfect-beauty/,31/03/2024 14:13:10
Moist Diane #PerfectBeautyLab Pop-Up,22 - 28 Jul 2019,,ENDED,https://thesmartlocal.com/read/moist-diane-perfect-beauty/,31/03/2024 14:13:10
Game On! At The Quay,04 - 06 Jul 2019,"3 River Valley Road, Clarke Quay Fountain Square, Singapore 179019",ENDED,https://thesmartlocal.com/read/clarke-quay-game-carnival-2019/,31/03/2024 14:13:10
M3 Youth Festival,06 Jul 2019,"PassionWave, Jurong Lake Gardens",ENDED,https://thesmartlocal.com/read/m3-youth-festival-2019/,31/03/2024 14:13:10
Food X Tech,10 - 14 Jul 2019,,ENDED,https://thesmartlocal.com/read/google-home-marina-square/,31/03/2024 14:13:10
ACUVUE® Pop-Up,12 - 14 Jul 2019,,ENDED,https://thesmartlocal.com/read/acuvue-oasys/,31/03/2024 14:13:10
Singapore Food Festival,12 - 28 Jul 2019,Various outlets around Singapore,ENDED,https://thesmartlocal.com/read/singapore-food-festival-2019/,31/03/2024 14:13:10
Challenger Sale,13 - 14 Jul 2019,,ENDED,https://thesmartlocal.com/read/challenger-new-outlets/,31/03/2024 14:13:10
Challenger Sale,26 - 27 Jul 2019,,ENDED,https://thesmartlocal.com/read/challenger-new-outlets/,31/03/2024 14:13:10
Singapore Sports Hub Community Play Day - Summer Sports Jam,13 Jul 2019,OCBC Square,ENDED,https://thesmartlocal.com/read/sports-hub-summer-jam/,31/03/2024 14:13:10
Harvey Norman Charity Auction 2019,13 - 14 Jul 2019,"No. 9 Raffles Boulevard, #01-59 to 63, Millenia Walk, Singapore 039596",ENDED,https://thesmartlocal.com/read/harvey-norman-millenia-walk/,31/03/2024 14:13:10
MCCY'S Celebrating Our Culture Of Care,13 - 14 Jul 2019,"Chong Pang Amphitheatre, Yishun Avenue 5, Singapore 763101",ENDED,https://thesmartlocal.com/read/sg-cares-volunteer/,31/03/2024 14:13:10
Sift & Pick Pop-Up,19 - 28 Jul 2019,,ENDED,https://thesmartlocal.com/read/sift-pick-pop-up-2019/,31/03/2024 14:13:10
Chan Brothers Must Buy Sandsational Travel Fair,20 - 21 Jul 2019,,ENDED,https://thesmartlocal.com/read/chan-brothers-travel-fair/,31/03/2024 14:13:10
VivoCity National Day 2019 Promos,24 Jul - 12 Aug 2019,,ENDED,https://thesmartlocal.com/read/vivocity-national-day/,31/03/2024 14:13:10
Youth Corps Learning Festival 2019,26 - 27 Jul 2019,,ENDED,https://thesmartlocal.com/read/youth-corps-learning-festival-2019/,31/03/2024 14:13:10
Gai Gai Carnival,26 Jul - 04 Aug 2019,,ENDED,https://thesmartlocal.com/read/suntec-city-gai-gai-carnival/,31/03/2024 14:13:10
Sentosa GrillFest,26 - 28 Jul 2019,"Siloso Beach, Sentosa",ENDED,https://thesmartlocal.com/read/sentosa-grillfest-2019/,31/03/2024 14:13:10
Sentosa GrillFest,02 - 04 Aug 2019,"Siloso Beach, Sentosa",ENDED,https://thesmartlocal.com/read/sentosa-grillfest-2019/,31/03/2024 14:13:10
Sentosa GrillFest,09 - 12 Aug 2019,"Siloso Beach, Sentosa",ENDED,https://thesmartlocal.com/read/sentosa-grillfest-2019/,31/03/2024 14:13:10
Earnest & Collective Pop-Up,29 Jul - 04 Aug 2019,"Basement 2, Tanjong Pagar Centre (Guoco Tower), 1 Wallich Street, Singapore 078881",ENDED,https://thesmartlocal.com/read/earnest-collective-pop-up/,31/03/2024 14:13:10
Warehouse Club National Day Open House,01 - 21 Aug 2019,"Warehouse Club, 1 Joo Koon Circle, Level 3, Singapore 629117",ENDED,https://thesmartlocal.com/read/warehouse-club-open-house-2019/,31/03/2024 14:13:10
InstaKindness With Singa,01 - 18 Aug 2019,,ENDED,https://thesmartlocal.com/read/singa-lion-pop-up-2019/,31/03/2024 14:13:10
Its All Things Local,02 - 14 Aug 2019,KINEX,ENDED,https://thesmartlocal.com/read/kinex-ang-ku-kueh/,31/03/2024 14:13:10
YOUTHˣ Festival 2019,03 - 04 Aug 2019,Singapore Sports Hub,ENDED,https://thesmartlocal.com/read/youthx-festival-2019/,31/03/2024 14:13:10
HarbourFront Centre’S National Day Celebration,03 Aug 2019,,ENDED,https://thesmartlocal.com/read/harbourfront-centre-national-day/,31/03/2024 14:13:10
Reebok Flagship Store Launch Event,07 - 11 Aug 2019,"Orchard Central, Level 1 Atrium, 181 Orchard Road, Singapore 238896",ENDED,https://thesmartlocal.com/read/reebok-orchard-central/,31/03/2024 14:13:10
National Day Concert At Gardens By The Bay,10 - 11 Aug 2019,"18 Marina Gardens Dr, Singapore 018953",ENDED,https://thesmartlocal.com/read/national-day-concert/,31/03/2024 14:13:10
Jurong Point Mid-Autumn Festival,16 Aug - 15 Sep 2019,Jurong Point,ENDED,https://thesmartlocal.com/read/jurong-point-mid-autumn-festival/,31/03/2024 14:13:10
Festivities Under The Moonlight,16 Aug - 15 Sep 2019,,ENDED,https://thesmartlocal.com/read/chinatown-point-mid-autumn-2019/,31/03/2024 14:13:10
Aviation Open House 2019,16 - 17 Aug 2019,Suntec City Convention Centre (Hall 403 & 404),ENDED,https://thesmartlocal.com/read/aviation-open-house-2019/,31/03/2024 14:13:10
SG Cares “Celebrating Our Culture Of Care” Event,17 - 18 Aug 2019,"Our Tampines Hub, 1 Tampines Walk, Singapore 528523",ENDED,https://thesmartlocal.com/read/heartware-network-volunteer/,31/03/2024 14:13:10
VivoCity'S Curious Adventures In Wonderland,23 Aug - 22 Sep 2019,"1 Harbourfront Walk, VivoCity Level 3 Sky Park, Singapore 098585",ENDED,https://thesmartlocal.com/read/vivocity-mid-autumn-2019/,31/03/2024 14:13:10
SAFRA Mount Faber Out-Of-Office Open House 2019,24 - 25 Aug 2019,,ENDED,https://thesmartlocal.com/read/safra-mt-faber-open-house/,31/03/2024 14:13:10
The Little Prince At Junction 8,26 Aug - 01 Sep 2019,Junction 8,ENDED,https://thesmartlocal.com/read/junction-8-the-little-prince/,31/03/2024 14:13:10
AptaAdvantage Resilience Day Out 2019,31 Aug 2019,Stadium Roar at Singapore Sports Hub,ENDED,https://thesmartlocal.com/read/aptaadvantage-resilience-day-out/,31/03/2024 14:13:10
SMU Arts Festival 2019,06 - 15 Sep 2019,"SMU, 81 Victoria St, Singapore 188065",ENDED,https://thesmartlocal.com/read/smu-arts-festival-2019/,31/03/2024 14:13:10
Capitol Singapore September Weekend Events,06 - 22 Sep 2019,"ARCADE @ THE CAPITOL KEMPINSKI + CAPITOL SINGAPORE, OUTDOOR PLAZA",ENDED,https://thesmartlocal.com/read/capitol-singapore-september-2019/,31/03/2024 14:13:10
Japan Summer Festival 2019,07 - 08 Sep 2019,"National Stadium, 1 Stadium Drive, Singapore 397629",ENDED,https://thesmartlocal.com/read/japan-summer-festival-2019/,31/03/2024 14:13:10
Hello Kitty Run 2019,07 Sep 2019,"The Meadows, Gardens by the Bay",ENDED,https://thesmartlocal.com/read/hello-kitty-run-2019/,31/03/2024 14:13:10
Mid Autumn Yeah!,13 - 14 Sep 2019,"Singapore Chinese Cultural Centre, 1 Straits Boulevard, Singapore 018906",ENDED,https://thesmartlocal.com/read/sccc-mid-autumn-fest/,31/03/2024 14:13:10
