Event Title,Date,Location,Status,URL,Date_of_check
Patricia Piccinini: We Are Connected,05 Aug 2022 - 29 Jan 2023,"ArtScience Museum, 6 Bayfront Avenue, Singapore 018974",ENDED,https://thesmartlocal.com/read/artscience-museum-patricia-piccinini/,08/04/2024 23:10:32
We Live In An Ocean Of Air,05 Aug - 02 Oct 2022,"6 Bayfront Avenue, ArtScience Museum VR Gallery Level 4, Singapore 018974",ENDED,https://thesmartlocal.com/read/artscience-museum-vr-exhibit/,08/04/2024 23:10:32
Films At The Fort:1,10th-21st August 2022,"Fort Canning Green, River Valley Road, Singapore 179037",ENDED,https://thesmartlocal.com/read/films-at-the-fort-2022/,08/04/2024 23:10:32
Have I Gone Mad?:1,12th-14th & 19th-21th Aug 2022,Contact: 9486 2743,ENDED,https://thesmartlocal.com/read/the-secret-patio-tea-party/,08/04/2024 23:10:32
Have I Gone Mad?:#1,12-14Aug2022,"10A Duxton Hill, Singapore 089594",ENDED,https://thesmartlocal.com/read/the-secret-patio-tea-party/,08/04/2024 23:10:32
Temasek Foundation SSO National Day Concert 2022,13 Aug 2022,"1 Esplanade Drive, Esplanade Concert Hall, Singapore 038981",ENDED,https://thesmartlocal.com/read/sso-national-day-concert/,08/04/2024 23:10:32
Wan Qing Mid-Autumn Festival 2022,16 Aug - 25 Sep 2022,Sun Yat Sen Nanyang Memorial Hall,ENDED,https://thesmartlocal.com/read/celestial-bodies-mid-autumn-festival/,08/04/2024 23:10:32
OnTheList Tory Burch Sale,17 - 20 Aug 2022,"30 Raffles Place, CIMB Plaza #02-20, OnTheList Showroom, Singapore 048622",ENDED,https://thesmartlocal.com/read/onthelist-tory-burch-sale/,08/04/2024 23:10:32
Singapore Night Festival 2022,19 - 27 Aug 2022,Bras Basah-Bugis Precinct ,ENDED,https://thesmartlocal.com/read/singapore-night-festival-2022/,08/04/2024 23:10:32
Hanging Gardens - Mexican Roots,20 Aug - 25 Sep 2022,"18 Marina Gardens Drive, Gardens by the Bay Flower Dome, Singapore 018953",ENDED,https://thesmartlocal.com/read/gardens-by-the-bay-hanging-gardens/,08/04/2024 23:10:32
Samsung Bespoke Home Pop-Up,20 Aug - 15 Sep 2022,"Along 391A Orchard Road, Ngee Ann City, Singapore 238873",ENDED,https://thesmartlocal.com/read/samsung-bespoke-home/,08/04/2024 23:10:32
Jurong Point Disney Tsum Tsum Display:1,22nd August -10th September 2022,"Jurong Point, 1 Jurong West Central 2, Singapore 648886",ENDED,https://thesmartlocal.com/read/jurong-point-disney-tsum-tsum/,08/04/2024 23:10:32
Exclusive Movie Screening - DC League Of Super-Pets,26 - 27 Aug 2022,"107 North Bridge Road, Funan, Roof Garden, Singapore 179105",ENDED,https://thesmartlocal.com/read/funan-outdoor-movie-screening/,08/04/2024 23:10:32
Chinatown Point,30 Aug - 30 Sep 2022,"133 New Bridge Road, Singapore 059413",ENDED,https://thesmartlocal.com/read/chinatown-point-mid-autumn-festival/,08/04/2024 23:10:32
Festival Village 2022,31 Aug - 11 Sep 2022,"Bayfront Event Space, 12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/singapore-food-festival-2022/,08/04/2024 23:10:32
MENTAL: Colours Of Wellbeing,03 Sep 2022 - 26 Feb 2023,"6 Bayfront Avenue, Singapore 018974",ENDED,https://thesmartlocal.com/read/mental-colours-of-wellbeing-asm/,08/04/2024 23:10:32
"Rent-A-Craft, Pay-By-Trash",25 Aug 2022,Online,ENDED,https://thesmartlocal.com/read/passion-wave-kayak-rental/,08/04/2024 23:10:32
A Minion’S Perspective Experience,03 Sep 2022 - 02 Jan 2023,"Resorts World Sentosa Waterfront, 8 Sentosa Gateway, Singapore 098269",ENDED,https://thesmartlocal.com/read/a-minions-perspective-experience/,08/04/2024 23:10:32
Singapore International Photography Festival,15 Sep - 30 Oct 2022,"1 Sophia Road, Singapore 228161",ENDED,https://thesmartlocal.com/read/singapore-international-photography-festival/,08/04/2024 23:10:32
SAFRA,16 Sep 2022,Online,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2022/,08/04/2024 23:10:32
Museum Of Ice Cream Singapore'S Anniversary,17 Sep 2022,"100 Loewen Road, Singapore 248837",ENDED,https://thesmartlocal.com/read/museum-of-ice-cream-promotion/,08/04/2024 23:10:32
AECC Global,24 Sep 2022,"80 Bras Basah Road, Raffles City Convention Centre, Level 4 Room Indiana and Mintro Singapore 189560",ENDED,https://thesmartlocal.com/read/aecc-education-fair-2022/,08/04/2024 23:10:32
Five Iron Golf Turns One,-,"139 Cecil Street, #13-01, Singapore 069539",ENDED,https://thesmartlocal.com/read/five-iron-golf-anniversary-party/,08/04/2024 23:10:32
OnTheList Vans Flash Sale,28 Sep - 01 Oct 2022,"30 Raffles Place, CIMB Plaza #02-20, OnTheList Showroom, Singapore 048622",ENDED,https://thesmartlocal.com/read/onthelist-vans-flash-sale/,08/04/2024 23:10:32
MSI Free Laptop Maintenance,30 Sep - 02 Oct 2022,"200 Victoria Street #B1-26 Bugis Junction, Singapore 188021",ENDED,https://thesmartlocal.com/read/msi-free-laptop-maintenance/,08/04/2024 23:10:32
Indian Heritage Centre’S (IHC) Deepavali Open House,01 - 23 Oct 2022,"5 Campbell Lane, Singapore 209924",ENDED,https://thesmartlocal.com/read/deepavali-open-house-2022/,08/04/2024 23:10:32
Bedok 85 Pasar Malam,08 - 23 Oct 2022,"85 Bedok North Street 4, Singapore 460085",ENDED,https://thesmartlocal.com/read/bedok-85-pasar-malam/,08/04/2024 23:10:32
Silent Disco In The Sky:1,14th October – 19th November 2022,Time: Fri-Sat 10pm-2am,ENDED,https://thesmartlocal.com/read/mbs-silent-disco-in-the-sky/,08/04/2024 23:10:32
Gamebox At PLQ,21 Oct - 06 Nov 2022,"10 Paya Lebar Road, Paya Lebar Quarter, Singapore 409057",ENDED,https://thesmartlocal.com/read/plq-gamebox/,08/04/2024 23:10:32
One Love Asia Festival Singapore 2022,22 - 23 Oct 2022,"Bayfront Event Space, 12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/one-love-asia-festival/,08/04/2024 23:10:32
Avatar: The Experience,28 Oct 2022 - 31 Mar 2023,"Cloud Forest, Gardens by the Bay",ENDED,https://thesmartlocal.com/read/avatar-the-experience-gbtb/,08/04/2024 23:10:32
Marquee Halloween 2022: Marqueeverse,-,"2 Bayfront Avenue B1-67, Galleria Level, The Shoppes at Marina Bay Sands, Singapore 018972",ENDED,https://thesmartlocal.com/read/marquee-halloween-2022/,08/04/2024 23:10:32
Dare To Roam,30 Oct 2022,"2 Orchard Link, *SCAPE, Singapore 237978",ENDED,https://thesmartlocal.com/read/circles-life-dare-to-roam/,08/04/2024 23:10:32
Seijo Ishii Pop-Up,04 - 17 Nov 2022,"350 Orchard Road, Level B1, Shaw House, Singapore 238868",ENDED,https://thesmartlocal.com/read/seijo-ishii-pop-up/,08/04/2024 23:10:32
The Doraemon Exhibition,05 Nov 2022 - 05 Feb 2023,National Museum of Singapore,ENDED,https://thesmartlocal.com/read/the-doraemon-exhibition-singapore/,08/04/2024 23:10:32
Dino Kart 3.0,10 Nov 2022 - 02 Apr 2023,Changi Airport Terminal 3,ENDED,https://thesmartlocal.com/read/dino-kart-changi-festive-village/,08/04/2024 23:10:32
Yellow Ribbon Community Arts Festival,12 - 13 Nov 2022,"18 Marina Gardens Drive, Gardens By The Bay, Singapore 018953 ",ENDED,https://thesmartlocal.com/read/yellow-ribbon-community-arts-festival-2022/,08/04/2024 23:10:32
Pokémon GO Safari Zone,18 - 20 Nov 2022,"18 Marina Gardens Drive, Gardens by the Bay, Singapore 018953",ENDED,https://thesmartlocal.com/read/pokemon-go-safari-zone/,08/04/2024 23:10:32
Mega Carnival,19 Nov 2022 - 05 Feb 2023,"1 Pasir Ris Close, D'Marquee, Downtown East, Singapore 519599",ENDED,https://thesmartlocal.com/read/downtown-east-christmas-2022/,08/04/2024 23:10:32
Giant Year-End Pasar Malam,19 Nov - 04 Dec 2022,"Giant Hypermarket, Outdoor Carpark, 21 Tampines North Drive 2, Singapore 528765",ENDED,https://thesmartlocal.com/read/giant-tampines-pasar-malam/,08/04/2024 23:10:32
PetExpo,25 - 27 Nov 2022,"1 Expo Drive, Singapore Expo Hall 6, Singapore 486150",ENDED,https://thesmartlocal.com/read/petexpo-2022/,08/04/2024 23:10:32
PLAYfiesta,25 Nov - 04 Dec 2022,"37 Emerald Hill Road, Singapore 229313",ENDED,https://thesmartlocal.com/read/playfiesta-singapore/,08/04/2024 23:10:32
KAWAIIMPRESSIONISM,26 Nov 2022 - 26 Mar 2023,"ART NOW, Raffles Hotel Arcade, 328 North Bridge Road, #02-32, Singapore 188719",ENDED,https://thesmartlocal.com/read/art-now-tokidoki-singapore/,08/04/2024 23:10:32
Ice Magic: The Great Fantasy On Ice,01 Dec 2022 - 29 Jan 2023,"12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/ice-magic-great-fantasy-on-ice/,08/04/2024 23:10:32
The Great Bay Fiesta,01 Dec 2022 - 01 Jan 2023,"12A Bayfront Avenue, Singapore 018970",ENDED,https://thesmartlocal.com/read/the-great-bay-fiesta/,08/04/2024 23:10:32
UNTAME: After Dark,02 - 11 Dec 2022,"15 Science Centre Road, Singapore 609081",ENDED,https://thesmartlocal.com/read/science-centre-untame-after-dark/,08/04/2024 23:10:32
Space Fest @ Expo,03 - 30 Dec 2022,"Outdoor Atrium & Hall 4, 1 Expo Drive, Singapore 486150",ENDED,https://thesmartlocal.com/read/space-fest-expo/,08/04/2024 23:10:32
Miffy'S Merry Wonderland And Christmas Market,14 - 25 Dec 2022,"2 Tampines Central 5, Singapore 529509",ENDED,https://thesmartlocal.com/read/tampines-1-century-square-christmas-2022/,08/04/2024 23:10:32
Miffy'S Merry Wonderland And Christmas Market,14 - 25 Dec 2022,"2 Tampines Central 5, Singapore 529509",ENDED,https://thesmartlocal.com/read/tampines-1-century-square-christmas-2022/,08/04/2024 23:10:32
Nothing Is Forever: Rethinking Sculpture In Singapore,23 Dec 2022 - 05 Feb 2023,"1 Saint Andrew's Road, National Gallery Singapore, Singapore 178957",ENDED,https://thesmartlocal.com/read/national-gallery-nothing-is-forever/,08/04/2024 23:10:32
Yayoi Kusama: Recent Paintings:1,,Website,ENDED,https://thesmartlocal.com/read/yayoi-kusama-recent-paintings/,08/04/2024 23:10:32
Light To Night Festival 2021,22 Jan 2021,Online,ENDED,https://thesmartlocal.com/read/light-to-night-festival-2021/,08/04/2024 23:10:32
Singapore Art Week 2021:1,22nd – 31st Jan 2021,"Venues: National Gallery, Asian Civilisations Museum, The Arts House, Victoria Theatre and Concert Hall, Esplanade – Theatres on the Bay",ENDED,https://thesmartlocal.com/read/singapore-art-week-2021/,08/04/2024 23:10:32
Singapore Art Week 2021:2,22nd – 28th Jan 2021,Price: Free,ENDED,https://thesmartlocal.com/read/singapore-art-week-2021/,08/04/2024 23:10:32
Singapore Art Week 2021:3,22nd Jan – 28th Mar 2021,"Price: $10 (drive-through), $5 (walk-through)",ENDED,https://thesmartlocal.com/read/singapore-art-week-2021/,08/04/2024 23:10:32
Singapore Art Week 2021:4,22nd – 30th Jan 2021,Price: Free,ENDED,https://thesmartlocal.com/read/singapore-art-week-2021/,08/04/2024 23:10:32
Singapore Art Week 2021:5,21st Jan – 3rd Feb 2021,Price: Free,ENDED,https://thesmartlocal.com/read/singapore-art-week-2021/,08/04/2024 23:10:32
SCCC Moo Moo PARK,22 Jan - 28 Mar 2021,"Level 6, Singapore Chinese Cultural Centre, 1 Straits Boulevard, #11-01, Singapore 018906",ENDED,https://thesmartlocal.com/read/sccc-moo-moo-park/,08/04/2024 23:10:32
Capitol Singapore'S Chinese New Year Celebrations,28 Jan 2021,Online,ENDED,https://thesmartlocal.com/read/capitol-singapore-cny-2021/,08/04/2024 23:10:32
Magnum Mini Matcha World,10 Mar 2021,Online,ENDED,https://thesmartlocal.com/read/magnum-mini-matcha-world/,08/04/2024 23:10:32
Hungry Design,13 Mar 2021,Online,ENDED,https://thesmartlocal.com/read/hungry-design-exhibition/,08/04/2024 23:10:32
Kinokuniya Supermarket Pop-Up:1,5th – 18th March 2021,Opening hours: Sun – Thu 10AM-8PM | Fri & Sat 10AM-9PM,ENDED,https://thesmartlocal.com/read/kinokuniya-supermarket-pop-up/,08/04/2024 23:10:32
Kinokuniya Supermarket Pop-Up:2,27th February – 18th March 2021,Opening hours: Mon – Thu 11AM-9PM | Fri & Sat 11AM-9.30PM | Sun 11AM-8PM,ENDED,https://thesmartlocal.com/read/kinokuniya-supermarket-pop-up/,08/04/2024 23:10:32
Kinokuniya Supermarket Pop-Up:#1,05-18Mar2021,"350 Orchard Road, Basement Level, Shaw House, Singapore 238868",ENDED,https://thesmartlocal.com/read/kinokuniya-supermarket-pop-up/,08/04/2024 23:10:32
Arts In Your Neighbourhood - Pasir Ris,09 Mar 2021,Online,ENDED,https://thesmartlocal.com/read/things-to-do-in-pasir-ris/,08/04/2024 23:10:32
Dale Chihuly: Glass In Bloom,01 May - 01 Aug 2021,Gardens by the Bay,ENDED,https://thesmartlocal.com/read/gbtb-glass-in-bloom/,08/04/2024 23:10:32
CEE Festival 2021,31 May 2021,Online,ENDED,https://thesmartlocal.com/read/cee-festival-2021/,08/04/2024 23:10:32
"Da Vinci, The Exhibition",18 Jun 2021 - 02 Jan 2022,Science Centre Singapore,ENDED,https://thesmartlocal.com/read/science-centre-da-vinci-exhibit/,08/04/2024 23:10:32
Coach: Tomorrow’S Vintage,21 Aug - 12 Sep 2021,1 Teck Lim Road,ENDED,https://thesmartlocal.com/read/coach-pop-up-2021/,08/04/2024 23:10:32
SAFRA Swim For Hope 2021,30 Oct - 05 Dec 2021,Multiple locations,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2021/,08/04/2024 23:10:32
Baybeats 2021,04 Nov 2021,Online,ENDED,https://thesmartlocal.com/read/baybeats-2021/,08/04/2024 23:10:32
Good Design Research,15 Nov 2021 - 30 Sep 2022,National Design Centre,ENDED,https://thesmartlocal.com/read/good-design-research-exhibit/,08/04/2024 23:10:32
Otah & Friends: Camp Stardust,15 Nov 2021 - 20 Mar 2022,National Museum of Singapore,ENDED,https://thesmartlocal.com/read/otah-and-friends-national-museum-singapore/,08/04/2024 23:10:32
"Quayside Isle At Sentosa Cove Has Xmas Dining Deals, Pokémon Merch & Festive Lights By The Waterfront",19 Nov - 31 Dec 2021,"31 Ocean Way, Sentosa Cove, Singapore 098375",ENDED,https://thesmartlocal.com/read/quayside-isle-christmas-2021/,08/04/2024 23:10:32
City Square Mall Pokemon Wonderland,19 Nov - 29 Dec 2021,City Square Mall,ENDED,https://thesmartlocal.com/read/city-square-mall-pokemon/,08/04/2024 23:10:32
Pop-Up Disney! A Mickey Celebration,19 Nov 2021 - 20 Mar 2022,Suntec Convention Centre,ENDED,https://thesmartlocal.com/read/disney-pop-up-singapore/,08/04/2024 23:10:32
Chinatown Point - Wonders Of Christmas Celebration:1,,Telephone: 6702 0114,ENDED,https://thesmartlocal.com/read/chinatown-point-christmas-2021/,08/04/2024 23:10:32
West Mall - A Jolly Christmas 2021,26 Nov - 25 Dec 2021,West Mall,ENDED,https://thesmartlocal.com/read/west-mall-christmas-2021/,08/04/2024 23:10:32
Glamping By The Runway,26 Nov 2021 - 02 Jan 2022,Changi Airport Terminal 4,ENDED,https://thesmartlocal.com/read/glamping-by-the-runway/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:1,08 Dec 2021 - 26th December 2021,"Capitol Singapore, B1-20/27 (Opposite Ponggol Nasi Lemak) and Arcade @ The Capitol Kempinski, Capitol Singapore",ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:2,08 Dec 2021 - 26th December 2021,"Capitol Singapore, B1-20/27(Opposite Ponggol Nasi Lemak)",ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:3,Capitol Singapore & CHIJMES Sidecar Civic District Tour,Capitol Singapore’s Outdoor Plaza,ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:4,08 Dec 2021 - 26th December 2021,"Terracotta, CHIJMES",ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:5,08 Dec 2021 - 26th December 2021,"Capitol Singapore, Outdoor Plaza",ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:6,08 Dec 2021 - 2nd January 2022,"Rental: Shoes ($5/pair), Socks ($2.50/pair for sale), Guide and/or guard rental ($5 respectively, per entry)",ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
Capitol Singapore And CHIJMES Christmas:7,08 Dec 2021 - 26th December 2021,"The Lawn, CHIJMES",ENDED,https://thesmartlocal.com/read/capitol-singapore-chijmes-christmas/,08/04/2024 23:10:32
RSAF Open House 2021,12 Dec 2021,Online,ENDED,https://thesmartlocal.com/read/rsaf-open-house-2021/,08/04/2024 23:10:32
Dome Dining At Capitol Singapore:1,07 Dec 2021 - 26th December 2021,"Outdoor Plaza, Capitol Singapore, 13 Stamford Road, Singapore 178905",ENDED,https://thesmartlocal.com/read/capitol-singapore-dome-dining-2021/,08/04/2024 23:10:32
Christmas Wonderland 2021:1,10 Dec 2021 - 2nd January 2022,Telephone: 6420 6848,ENDED,https://thesmartlocal.com/read/christmas-wonderland-2021/,08/04/2024 23:10:32
Nam June Paik: The Future Is Now:1,12 Jan 2022 - 27th March 2022,"Singtel Special Exhibition Gallery and Basement Concourse, National Gallery Singapore, 1 St Andrew’s Road, #01-01, Singapore 178957",ENDED,https://thesmartlocal.com/read/nam-june-paik-national-gallery-singapore/,08/04/2024 23:10:32
Kallang Wave Mall CNY 2020,01 - 31 Jan 2020,Kallang Wave Mall,ENDED,https://thesmartlocal.com/read/kallang-wave-mall-cny-2020/,08/04/2024 23:10:32
VivoCity Chinese New Year 2020,03 - 24 Jan 2020,"VivoCity, 1 HarbourFront Walk, Singapore 098585",ENDED,https://thesmartlocal.com/read/vivocity-cny-2020/,08/04/2024 23:10:32
Chinese New Year 2020 At Chinatown Point,03 - 24 Jan 2020,"133 New Bridge Road, #B1-50A, Chinatown Point, Singapore 059413",ENDED,https://thesmartlocal.com/read/chinatown-point-cny-2020/,08/04/2024 23:10:32
"Big On Entertainment, Big On Fun:1",,Telephone: 6483 3268,ENDED,https://thesmartlocal.com/read/cathay-cineplex-amk-hub/,08/04/2024 23:10:32
"Big On Entertainment, Big On Fun:#1",04Jan2020,": 53 Ang Mo Kio Ave 3, Level 4 AMK HUB, Singapore 569933",ENDED,https://thesmartlocal.com/read/cathay-cineplex-amk-hub/,08/04/2024 23:10:32
"Big On Entertainment, Big On Fun:#1:#2",11Jan2020,": 53 Ang Mo Kio Ave 3, Level 4 AMK HUB, Singapore 569933",ENDED,https://thesmartlocal.com/read/cathay-cineplex-amk-hub/,08/04/2024 23:10:32
Compass One CNY Food Fair,06 - 23 Jan 2020,"1 Sengkang Square, Singapore 545078",ENDED,https://thesmartlocal.com/read/compass-one-cny/,08/04/2024 23:10:32
Light To Night Festival 2020,10 - 19 Jan 2020,Civic District,ENDED,https://thesmartlocal.com/read/light-to-night-festival-2020/,08/04/2024 23:10:32
SCCC RE•MIX,10 - 12 Jan 2020,"1 Straits Boulevard, Singapore 018906",ENDED,https://thesmartlocal.com/read/sccc-event-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:1,18th Jan 2020,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:2,22nd Nov 2019 – 22nd Mar 2020,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:3_0,Date & Time: 16th Jan 1PM-7PM ,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:3_1, 17th Jan 1PM-10PM ,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:3_2, 18th Jan 12PM-7PM ,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:3_3, 19th Jan 12PM-6PM,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:SAFRA Punggol,11th – 12th Jan 2020,Price: Free,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:SAFRA Toa Payoh,18th – 19th Jan 2020,Price: Free,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:Our Tampines Hub,18th – 19th Jan 2020,Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:CBD Arts Trail,"14th, 16th, 21st and 23rd Jan 2020",Website,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020::,16th Jan 2020,Venues:,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Singapore Art Week 2020:10,11th – 15th Jan 2020,City Hall MRT station,ENDED,https://thesmartlocal.com/read/singapore-art-week-2020/,08/04/2024 23:10:32
Changi Recommends “Around The World” Travel Fair,17 - 19 Jan 2020,"Cloud 9 Piazza, Level 5, Jewel Changi Airport, 78 Airport Blvd, Singapore 819666",ENDED,https://thesmartlocal.com/read/changi-recommends-travel-fair-jewel-changi/,08/04/2024 23:10:32
FSM INVEST Expo 2020,18 Jan 2020,Suntec Convention Centre (Hall 403),ENDED,https://thesmartlocal.com/read/investment-and-financial-terms/,08/04/2024 23:10:32
Will You Do You? Exhibition By Singapore Discovery Centre,21 Jan - 22 Mar 2020,"510 Upper Jurong Road, Singapore Discovery Centre, Singapore 638365",ENDED,https://thesmartlocal.com/read/total-defence-day-singapore/,08/04/2024 23:10:32
Chatuchak Night Market Singapore:1,"Until 29th March 2020, every Tue to Sun (Updated)",Opening hours: 4.30PM-10PM,ENDED,https://thesmartlocal.com/read/chatuchak-night-market-singapore/,08/04/2024 23:10:32
Guinness St. Patrick'S Festival 2020,01 - 31 Mar 2020,Various participating outlets for redemption,ENDED,https://thesmartlocal.com/read/guinness-st-patricks-festival-2020/,08/04/2024 23:10:32
Robinsons Plaza Singapura Atrium Sale,16 - 22 Mar 2020,"68 Orchard Road, Plaza Singapura Level 1 Atrium,Singapore 238839",ENDED,https://thesmartlocal.com/read/robinsons-plaza-singapura/,08/04/2024 23:10:32
Gain City Tech Show,21 - 22 Mar 2020,"Gain City Megastore, 71 Sungei Kadut Drive, Singapore 729577",ENDED,https://thesmartlocal.com/read/gain-city-tech-show/,08/04/2024 23:10:32
Healthy Chinatown:1,21st & 22nd March 2020,Time: 2PM-7PM,ENDED,https://thesmartlocal.com/read/healthy-chinatown-event/,08/04/2024 23:10:32
Safari Zoo Run 2020,29 Mar 2020,"Singapore Zoo, Night Safari, River Safari",ENDED,https://thesmartlocal.com/read/safari-zoo-run-2020/,08/04/2024 23:10:32
Tekka Online Market,11 May 2020,Online,ENDED,https://thesmartlocal.com/read/tekka-online-market/,08/04/2024 23:10:32
Singapore Heritage Festival: Digital Edition 2020,26 Jun 2020,Online,ENDED,https://thesmartlocal.com/read/downtown-singapore-past/,08/04/2024 23:10:32
The Suntec Shopping Festival 2020,17 Jun 2020,Online,ENDED,https://thesmartlocal.com/read/suntec-city-live-stream/,08/04/2024 23:10:32
Onward55Singapore:1,Now- 16th August 2020,"Capitol Singapore, 13 Stamford Road, Singapore 178905 and CHIJMES, 30 Victoria St, Singapore 187996",ENDED,https://thesmartlocal.com/read/capitol-chijmes-national-day-2020/,08/04/2024 23:10:32
City Square Mall - National Day Promos 2020,31 Jul - 30 Aug 2020,180 Kitchener Road Singapore 208539,ENDED,https://thesmartlocal.com/read/city-square-mall-promotions-2020/,08/04/2024 23:10:32
Skechers,17 Jul 2020,Online,ENDED,https://thesmartlocal.com/read/skechers-friendship-walk-2020/,08/04/2024 23:10:32
Chinatown Point Mid-Autumn Event 2020,15 Sep - 04 Oct 2020,"Chinatown Point, 133 New Bridge Rd, Singapore 059413",ENDED,https://thesmartlocal.com/read/chinatown-point-mid-autumn-2020/,08/04/2024 23:10:32
Lotte Duty Free Online Family Concert,23 Sep 2020,Online,ENDED,https://thesmartlocal.com/read/lotte-duty-free-concert/,08/04/2024 23:10:32
FairPrice Made In Singapore Food Fair,01 - 14 Oct 2020,All FairPrice supermarkets islandwide,ENDED,https://thesmartlocal.com/read/singapore-food-brands/,08/04/2024 23:10:32
SIFA 2020:1,25th-27th Dec 2020,Price: $50 (Live Show) | $20-30; Pay-as-you-wish (Video On Demand),ENDED,https://thesmartlocal.com/read/sifa-2020/,08/04/2024 23:10:32
SIFA 2020:2_0,9th & 16th Dec 2020 (Live Performance) ,Price: $15 (Live Performance) | $10-20; Pay-as-you-wish (Video On Demand),ENDED,https://thesmartlocal.com/read/sifa-2020/,08/04/2024 23:10:32
SIFA 2020:2_1, 13th – 29th Dec 2020 (Video On Demand),Price: $15 (Live Performance) | $10-20; Pay-as-you-wish (Video On Demand),ENDED,https://thesmartlocal.com/read/sifa-2020/,08/04/2024 23:10:32
Swim For Hope 2020,17Oct-15Nov2020,Online,ENDED,https://thesmartlocal.com/read/safra-swim-for-hope-2020/,08/04/2024 23:10:32
National Arts’ Council'S Arts In Your Neighbourhood:1,,"Joo Chiat Complex, Geylang Park Connector Underpass and various locations along Tanjong Katong Road",ENDED,https://thesmartlocal.com/read/things-to-do-kallang-geylang/,08/04/2024 23:10:32
National Arts’ Council'S Arts In Your Neighbourhood:2,12th-29th November 2020,Time: 8PM-9.30PM,ENDED,https://thesmartlocal.com/read/things-to-do-kallang-geylang/,08/04/2024 23:10:32
One Raffles Place - A Joyous Christmas 2020,19 Nov - 30 Dec 2020,"1 Raffles Place, Singapore 048616",ENDED,https://thesmartlocal.com/read/one-raffles-place-christmas-2020/,08/04/2024 23:10:32
Capitol Singapore Christmas Market,20 Nov - 25 Dec 2020,"11 Stamford Road, Singapore 178884",ENDED,https://thesmartlocal.com/read/capitol-singapore-christmas-market/,08/04/2024 23:10:32
Capitol Singapore & CHIJMES Christmas 2020:1,20th November – 25th December 2020,"Capitol Singapore, Outdoor Plaza",ENDED,https://thesmartlocal.com/read/capitol-chijmes-christmas-2020/,08/04/2024 23:10:32
Onthelist Year-End Sale 2020,25 - 28 Nov 2020,"16 Collyer Quay, Change Alley Mall, Singapore 049318",ENDED,https://thesmartlocal.com/read/onthelist-year-end-sale-2020/,08/04/2024 23:10:32
VivoCity Black Friday Sale 2020,27 - 29 Nov 2020,"1 HarbourFront Walk, Singapore 098585",ENDED,https://thesmartlocal.com/read/vivocity-black-friday-2020/,08/04/2024 23:10:32
Night Safari Singapore - Wild About Twilight,02 Dec 2020,Online,ENDED,https://thesmartlocal.com/read/night-safari-wild-about-twilight/,08/04/2024 23:10:32
Clean & Green Singapore Virtual Carnival,26 Nov 2020,Online,ENDED,https://thesmartlocal.com/read/clean-and-green-singapore-2020/,08/04/2024 23:10:32
Waterway Point Christmas 2020,04 Dec 2020,Online,ENDED,https://thesmartlocal.com/read/waterway-point-christmas-2020/,08/04/2024 23:10:32
