Event Title,Date,Location,URL,Date_of_check
THE JEWEL IN THE LOTUS - Reiki Healing & Gong + Crystal Bowls Sound Healing,"Friday, May 10 · 5 - 6pm GMT+8",SPACE2B,https://www.eventbrite.sg/e/the-jewel-in-the-lotus-reiki-healing-gong-crystal-bowls-sound-healing-tickets-812182217877?aff=ebdssbdestsearch,06/05/2024 14:22:43
Mid Morning Yoga,"Sat, 11 May 2024 09:45 - 11:00 GMT+8",Fort Canning Green,https://www.eventbrite.sg/e/mid-morning-yoga-tickets-144948953221?aff=ebdssbdestsearch,06/05/2024 14:22:43
NEW MOON SOUND BATH: REBIRTH & RESTART (TIBETAN & CRYSTAL SINGING BOWLS),"Tuesday, May 7 · 6:30 - 7:30pm GMT+8",SPACE2B,https://www.eventbrite.sg/e/new-moon-sound-bath-rebirth-restart-tibetan-crystal-singing-bowls-tickets-812215447267?aff=ebdssbdestsearch,06/05/2024 14:22:43
YOGA NIDRA + GONGS : REST & RECONNECT TO WHOLENESS,"Monday, May 13 · 5 - 6pm GMT+8",SPACE2B,https://www.eventbrite.sg/e/yoga-nidra-gongs-rest-reconnect-to-wholeness-tickets-812170011367?aff=ebdssbdestsearch,06/05/2024 14:22:43
AURA-SOMA® ARCHANGELOI ＋ CRYSTALS BOWLS SOUND HEALING,"Wednesday, May 8 · 6:30 - 7:30pm GMT+8",SPACE2B,https://www.eventbrite.sg/e/aura-soma-archangeloi-crystals-bowls-sound-healing-tickets-812301324127?aff=ebdssbdestsearch,06/05/2024 14:22:43
GROUNDING GONGS + TIBETAN BOWLS + FLUTE: ROOT CHAKRA,"Thursday, May 9 · 6:30 - 7:30pm GMT+8",SPACE2B,https://www.eventbrite.sg/e/grounding-gongs-tibetan-bowls-flute-root-chakra-tickets-812187794557?aff=ebdssbdestsearch,06/05/2024 14:22:43
LEMURIAN CRYSTAL TEMPLE- SACRED LIGHT & LOVE CRYSTAL SOUND HEALING,"Wednesday
May
15
6:30 PM",SPACE2B,https://www.eventbrite.sg/e/lemurian-crystal-temple-sacred-light-love-crystal-sound-healing-tickets-812301273977?aff=ebdssbdestsearch,06/05/2024 14:22:43
LEMURIAN CRYSTAL TEMPLE- SACRED LIGHT & LOVE CRYSTAL SOUND HEALING,"Wednesday
May
29
6:30 PM",SPACE2B,https://www.eventbrite.sg/e/lemurian-crystal-temple-sacred-light-love-crystal-sound-healing-tickets-812301273977?aff=ebdssbdestsearch,06/05/2024 14:22:43
LEMURIAN CRYSTAL TEMPLE- SACRED LIGHT & LOVE CRYSTAL SOUND HEALING,"Wednesday
June
12
6:30 PM",SPACE2B,https://www.eventbrite.sg/e/lemurian-crystal-temple-sacred-light-love-crystal-sound-healing-tickets-812301273977?aff=ebdssbdestsearch,06/05/2024 14:22:43
LEMURIAN CRYSTAL TEMPLE- SACRED LIGHT & LOVE CRYSTAL SOUND HEALING,"Wednesday
June
26
6:30 PM",SPACE2B,https://www.eventbrite.sg/e/lemurian-crystal-temple-sacred-light-love-crystal-sound-healing-tickets-812301273977?aff=ebdssbdestsearch,06/05/2024 14:22:43
LEMURIAN CRYSTAL TEMPLE- SACRED LIGHT & LOVE CRYSTAL SOUND HEALING,"Wednesday
July
10
6:30 PM",SPACE2B,https://www.eventbrite.sg/e/lemurian-crystal-temple-sacred-light-love-crystal-sound-healing-tickets-812301273977?aff=ebdssbdestsearch,06/05/2024 14:22:43
LEMURIAN CRYSTAL TEMPLE- SACRED LIGHT & LOVE CRYSTAL SOUND HEALING,More options,,https://www.eventbrite.sg/e/lemurian-crystal-temple-sacred-light-love-crystal-sound-healing-tickets-812301273977?aff=ebdssbdestsearch,06/05/2024 14:22:43
Tantra (Couple) Training Course,"Saturday
May
18
9:00 AM",SPACE2B,https://www.eventbrite.sg/e/tantra-couple-training-course-tickets-811254813987?aff=ebdssbdestsearch,06/05/2024 14:22:43
Tantra (Couple) Training Course,"Saturday
June
22
9:00 AM",SPACE2B,https://www.eventbrite.sg/e/tantra-couple-training-course-tickets-811254813987?aff=ebdssbdestsearch,06/05/2024 14:22:43
Tantra (Couple) Training Course,"Saturday
July
20
9:00 AM",SPACE2B,https://www.eventbrite.sg/e/tantra-couple-training-course-tickets-811254813987?aff=ebdssbdestsearch,06/05/2024 14:22:43
Tantra (Couple) Training Course,"Saturday
August
24
9:00 AM",SPACE2B,https://www.eventbrite.sg/e/tantra-couple-training-course-tickets-811254813987?aff=ebdssbdestsearch,06/05/2024 14:22:43
Tantra (Couple) Training Course,"Saturday
September
21
9:00 AM",SPACE2B,https://www.eventbrite.sg/e/tantra-couple-training-course-tickets-811254813987?aff=ebdssbdestsearch,06/05/2024 14:22:43
Tantra (Couple) Training Course,More options,,https://www.eventbrite.sg/e/tantra-couple-training-course-tickets-811254813987?aff=ebdssbdestsearch,06/05/2024 14:22:43
CRYSTAL CAVE “HEART WITHIN THE HEART” – Awakening Creativity,"Friday, May 10 · 2 - 3pm GMT+8",SPACE2B,https://www.eventbrite.sg/e/crystal-cave-heart-within-the-heart-awakening-creativity-tickets-812186741407?aff=ebdssbdestsearch,06/05/2024 14:22:43
Founders Friday,"Friday
May
17
3:00 PM","190 Clemenceau Ave, Singapore Shopping Centre, Singapore 239924, Singapore",https://www.eventbrite.sg/e/founders-friday-registration-771354902277?aff=ebdssbdestsearch,06/05/2024 14:22:43
